AddStop,5000,0,0
AddStop,4000,0,0
AddStop,4600,0,0
AddLimit,3300,0,0
AddStopLimit,3000,0,0
AddStopLimit,3000,0,0
AddLimit,2800,0,0
AddStop,4400,0,0
AddStop,2500,0,0
AddLimit,2600,0,0
AddLimit,2500,0,0
AddLimit,3300,0,0
AddStop,2500,0,0
AddLimit,2300,0,0
AddMarketLimit,2200,1,0
AddLimit,2200,0,0
AddStop,6300,0,1
AddLimit,3000,0,0
AddLimit,2000,0,0
AddStopLimit,2800,0,0
AddStop,2000,0,0
AddStop,2300,0,0
AddLimit,2300,0,0
AddLimit,2700,0,0
AddStop,2000,0,0
AddMarketLimit,3100,1,0
AddLimit,2000,0,0
AddLimit,2000,0,0
AddStopLimit,2700,0,0
AddLimit,2700,0,0
AddStop,2400,0,0
AddLimit,2300,0,0
AddStopLimit,3600,0,0
Market,2900,2,0
AddStop,2600,0,0
AddLimit,3300,0,0
AddLimit,2300,0,0
AddStop,2700,0,0
AddMarketLimit,2900,2,0
AddLimit,2400,0,0
AddStop,2500,0,0
AddMarketLimit,2100,1,0
AddStopLimit,2700,0,0
AddStop,3700,0,0
AddStop,2600,0,0
Market,3100,3,0
AddLimit,2500,0,0
AddStopLimit,2900,0,0
AddStop,2200,0,0
AddLimit,2400,0,0
AddStop,2200,0,0
AddStop,2800,0,0
AddLimit,3100,0,0
AddLimit,2300,0,0
AddLimit,2400,0,0
AddLimit,2200,0,0
AddLimit,3800,0,0
AddStopLimit,3400,0,0
AddLimit,3500,0,0
AddStop,2700,0,0
AddLimit,2300,0,0
AddLimit,2800,0,0
AddLimit,2200,0,0
AddLimit,2600,0,0
AddStopLimit,2900,0,0
AddStopLimit,2500,0,0
AddLimit,2400,0,0
AddLimit,2500,0,0
AddStop,3000,0,0
AddLimit,2500,0,0
AddLimit,3800,0,0
AddLimit,3100,0,0
AddStopLimit,3900,0,0
AddStop,23300,0,0
AddLimit,2800,0,0
AddLimit,2400,0,0
AddStopLimit,2700,0,0
AddLimit,2000,0,0
AddLimit,2200,0,0
AddStopLimit,2300,0,0
AddLimit,2000,0,0
Market,2200,2,0
AddStopLimit,2400,0,0
AddLimit,2000,0,0
AddStopLimit,2900,0,0
AddLimit,2700,0,0
AddLimit,2500,0,0
AddStopLimit,3300,0,0
AddLimit,2400,0,0
AddLimit,2300,0,0
AddLimit,2700,0,0
AddLimit,2600,0,0
AddLimit,2800,0,0
AddStop,2800,0,0
AddLimit,2600,0,0
AddLimit,2900,0,0
AddLimit,2800,0,0
AddStop,2200,0,0
AddStop,3000,0,0
AddStop,43500,0,0
AddLimit,2800,0,0
AddLimit,2100,0,0
AddStopLimit,2900,0,0
AddStop,2300,0,0
AddLimit,2500,0,0
AddStop,2100,0,0
AddMarketLimit,2600,2,0
AddStopLimit,2500,0,0
AddStop,2000,0,0
AddStop,2200,0,0
AddStopLimit,2700,0,0
AddStop,2200,0,0
AddLimit,1900,0,0
AddStop,2500,0,0
AddLimit,2600,0,0
AddStopLimit,3200,0,0
AddLimit,2300,0,0
AddStop,1600,0,0
AddStopLimit,1600,0,0
AddStop,2100,0,0
AddLimit,1600,0,0
AddLimit,1600,0,0
AddLimit,1600,0,0
AddLimit,1400,0,0
AddLimit,1400,0,0
AddLimit,1900,0,0
AddLimit,2500,0,0
AddStop,2300,0,0
AddStop,2100,0,0
AddStopLimit,2600,0,0
AddStopLimit,4100,0,0
AddStop,3000,0,0
AddStop,2400,0,0
AddLimit,3200,0,0
AddLimit,3300,0,0
AddStopLimit,2900,0,0
AddLimit,2200,0,0
AddLimit,2200,0,0
AddLimit,3600,0,0
Market,2400,1,0
AddStop,2600,0,0
AddStop,2300,0,0
AddLimit,3200,0,0
AddLimit,2700,0,0
AddStop,2300,0,0
AddLimit,2400,0,0
AddLimit,2200,0,0
AddLimit,2400,0,0
AddLimit,3300,0,0
AddStop,3400,0,0
AddStopLimit,2800,0,0
AddStop,3400,0,0
AddStop,2500,0,0
AddLimit,2400,0,0
AddStopLimit,3600,0,0
AddStop,2500,0,0
AddLimit,3100,0,0
AddLimit,2300,0,0
AddStop,2400,0,0
AddLimit,2800,0,0
AddLimit,2300,0,0
AddLimit,2600,0,0
AddStop,3000,0,0
AddLimit,2400,0,0
AddLimit,3900,0,0
AddLimit,2900,0,0
AddLimit,2800,0,0
AddLimit,2200,0,0
AddStop,2100,0,0
AddLimit,2400,0,0
AddStop,3000,0,0
AddLimit,2300,0,0
AddStop,6100,0,0
AddLimit,2300,0,0
Market,1600,1,0
AddLimit,2500,0,0
AddStopLimit,3700,0,0
AddStopLimit,2500,0,0
AddLimit,2200,0,0
AddLimit,2300,0,0
AddLimit,2800,0,0
AddStop,2700,0,0
AddLimit,3100,0,0
AddLimit,2200,0,0
AddStopLimit,2700,0,0
AddLimit,2100,0,0
AddStopLimit,3500,0,0
AddMarketLimit,2500,1,0
AddLimit,2000,0,0
AddStop,1900,0,0
AddLimit,2000,0,0
AddLimit,2500,0,0
AddStop,2300,0,0
AddLimit,2000,0,0
AddStopLimit,3100,0,0
AddStop,2100,0,0
AddLimit,2200,0,0
AddStop,12700,0,1
AddLimit,2600,0,0
AddLimit,2500,0,0
AddStopLimit,3700,0,0
AddLimit,3100,0,0
AddStop,2900,0,0
AddLimit,2400,0,0
Market,3000,3,0
AddLimit,3100,0,0
AddStopLimit,7400,0,1
AddLimit,2300,0,0
AddStop,2500,0,0
AddLimit,3200,0,0
AddLimit,2500,0,0
AddStop,2600,0,0
AddLimit,2400,0,0
AddStop,2100,0,0
AddLimit,2200,0,0
AddLimit,2500,0,0
AddStopLimit,3400,0,0
AddStopLimit,4600,0,0
AddLimit,3600,0,0
AddStop,2100,0,0
AddLimit,2400,0,0
AddLimit,26900,0,0
AddLimit,2500,0,0
AddStopLimit,2800,0,0
AddLimit,2600,0,0
AddStopLimit,2800,0,0
AddLimit,2100,0,0
AddLimit,2200,0,0
AddLimit,1900,0,0
AddStop,2400,0,0
AddLimit,2500,0,0
AddStopLimit,2600,0,0
AddLimit,2400,0,0
AddStopLimit,5700,0,0
AddStop,3000,0,0
AddLimit,2700,0,0
AddStopLimit,2700,0,0
AddStop,2200,0,0
AddLimit,3500,0,0
AddStop,3500,0,0
AddStop,2300,0,0
AddLimit,2500,0,0
AddLimit,2200,0,0
AddLimit,2500,0,0
AddLimit,1900,0,0
AddLimit,2700,0,0
AddLimit,2000,0,0
AddLimit,1800,0,0
AddLimit,2300,0,0
AddLimit,2200,0,0
AddLimit,2100,0,0
AddStopLimit,7300,0,1
AddStop,3200,0,0
AddLimit,3000,0,0
AddLimit,2200,0,0
AddLimit,2000,0,0
AddStop,3000,0,0
AddLimit,3000,0,0
AddLimit,1900,0,0
Market,2600,2,0
AddLimit,3100,0,0
AddLimit,2500,0,0
AddStop,2600,0,0
AddLimit,3100,0,0
AddLimit,2700,0,0
AddLimit,2500,0,0
AddStopLimit,3300,0,0
AddLimit,3100,0,0
AddStopLimit,2500,0,0
AddStopLimit,2800,0,0
AddStopLimit,2700,0,0
AddStop,2300,0,0
AddLimit,2400,0,0
AddLimit,2400,0,0
AddLimit,2100,0,0
AddStopLimit,2700,0,0
AddLimit,2000,0,0
AddLimit,2100,0,0
AddStop,3000,0,0
AddLimit,3100,0,0
AddStop,2400,0,0
AddLimit,2300,0,0
AddStop,3100,0,0
AddLimit,2200,0,0
AddLimit,1500,0,0
AddStop,1300,0,0
AddStop,2100,0,0
AddStopLimit,2800,0,0
AddStop,2500,0,0
AddStopLimit,2500,0,0
AddLimit,2900,0,0
AddLimit,2500,0,0
AddStop,2200,0,0
AddLimit,2100,0,0
AddStop,2100,0,0
AddLimit,2200,0,0
AddLimit,2300,0,0
AddStopLimit,3000,0,0
AddLimit,3400,0,0
AddLimit,2200,0,0
AddLimit,2600,0,0
AddStopLimit,2900,0,0
AddLimit,2200,0,0
AddStopLimit,4500,0,0
AddLimit,2600,0,0
AddLimit,2200,0,0
AddStop,3100,0,0
AddLimit,2600,0,0
AddLimit,2800,0,0
AddStopLimit,2700,0,0
AddStopLimit,2700,0,0
AddLimit,2300,0,0
AddLimit,2100,0,0
AddStop,2500,0,0
AddStopLimit,2700,0,0
AddStop,2100,0,0
AddStopLimit,2900,0,0
AddStop,3000,0,0
AddLimit,3100,0,0
AddStop,2200,0,0
AddLimit,2300,0,0
AddStop,2100,0,0
AddLimit,2100,0,0
AddLimit,2100,0,0
AddLimit,1800,0,0
AddStopLimit,2400,0,0
AddLimit,2200,0,0
AddLimit,3300,0,0
AddLimit,2300,0,0
AddLimit,2400,0,0
AddStopLimit,2400,0,0
AddStopLimit,2700,0,0
AddLimit,2200,0,0
AddLimit,2200,0,0
AddLimit,2100,0,0
AddLimit,2500,0,0
AddLimit,2100,0,0
AddLimit,2200,0,0
AddLimit,2100,0,0
AddLimit,2000,0,0
AddStopLimit,2800,0,0
AddLimit,1800,0,0
AddLimit,3100,0,0
AddStop,2500,0,0
AddLimit,2900,0,0
AddStopLimit,2300,0,0
AddLimit,2100,0,0
AddStop,2300,0,0
AddLimit,2700,0,0
AddStop,2600,0,0
AddLimit,2600,0,0
AddLimit,2400,0,0
Market,2400,1,0
AddStop,3400,0,0
AddLimit,3600,0,0
AddLimit,2300,0,0
AddLimit,2200,0,0
Market,1700,1,0
AddStopLimit,2800,0,0
AddStopLimit,3600,0,0
AddLimit,3400,0,0
AddStopLimit,3400,0,0
AddLimit,2000,0,0
AddLimit,2000,0,0
AddStop,2300,0,0
AddStopLimit,2900,0,0
AddLimit,2600,0,0
AddStop,2700,0,0
AddStopLimit,3700,0,0
AddStop,2400,0,0
AddLimit,2400,0,0
AddStopLimit,3700,0,0
AddLimit,2900,0,0
AddStopLimit,3600,0,0
AddLimit,1900,0,0
AddStopLimit,2800,0,0
AddStopLimit,2900,0,0
AddLimit,2800,0,0
AddStopLimit,3000,0,0
AddStop,2400,0,0
AddStop,2200,0,0
AddStop,2900,0,0
AddLimit,2300,0,0
AddStop,2400,0,0
AddStop,2300,0,0
AddStopLimit,3200,0,0
AddStopLimit,2600,0,0
AddLimit,2600,0,0
AddLimit,2200,0,0
AddLimit,2000,0,0
AddLimit,1400,0,0
AddStop,2200,0,0
AddLimit,2800,0,0
AddLimit,2400,0,0
AddLimit,2300,0,0
AddLimit,2300,0,0
AddStopLimit,3700,0,0
AddLimit,2200,0,0
AddLimit,2300,0,0
AddLimit,2900,0,0
AddLimit,3300,0,0
AddLimit,2500,0,0
AddStopLimit,2900,0,0
AddStopLimit,2700,0,0
AddLimit,2500,0,0
AddLimit,2800,0,0
AddLimit,3200,0,0
AddStop,7100,0,0
AddLimit,3000,0,0
AddStop,2800,0,0
AddStopLimit,3300,0,0
AddStop,3100,0,0
AddStop,2400,0,0
AddStopLimit,3200,0,0
AddLimit,2300,0,0
AddStop,2600,0,0
AddStop,2300,0,0
AddStopLimit,2600,0,0
AddLimit,3000,0,0
AddLimit,2500,0,0
AddStop,3100,0,0
AddStopLimit,3200,0,0
AddStop,2300,0,0
AddLimit,2100,0,0
AddStopLimit,2700,0,0
AddStopLimit,2600,0,0
AddLimit,3300,0,0
AddStopLimit,8400,0,1
AddStopLimit,2900,0,0
AddLimit,2900,0,0
AddLimit,3200,0,0
AddLimit,2300,0,0
AddLimit,2300,0,0
AddLimit,3200,0,0
AddLimit,2700,0,0
AddStopLimit,3200,0,0
AddStopLimit,2500,0,0
AddStopLimit,2500,0,0
AddLimit,2300,0,0
AddLimit,2500,0,0
AddLimit,2900,0,0
AddLimit,2100,0,0
AddStop,2500,0,0
AddStopLimit,3000,0,0
AddLimit,2400,0,0
AddLimit,2300,0,0
